reference,hypothesis,wer,wacc,plausibility,norm_plausibility,hallucination_like,hallucination_wacc_threshold,hallucination_plausibility_threshold,2gram_reps,3gram_reps,4gram_reps,config,config_family,noise_pct,perturbation,perturb_family,perturb_amplitude,perturb_duration,perturb_label
he is of african american and italian descent,he is of african american and italian descent,0.0,1.0,0.0078,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
that s not carson sphinx,that s not carson spinks,0.2,0.8,0.0002,0.1947,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
what will they think,what will they think,0.0,1.0,0.0149,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
lorenz is listed as a swiss heritage site of national significance,laurenge is listed as a swiss heritage site of national significance,0.0909,0.9091,0.0044,0.6501,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
don t overthink just do it,don t overthink just do,0.1667,0.8333,0.0002,0.3213,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
one island platform and two side platforms serving four tracks,one island platform and two side platforms serving four tracks,0.0,1.0,0.0012,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
however the show still continued to have guest host artists at times,however the show still continued to have guest host artists at times,0.0,1.0,0.0025,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the farmer works the soil and produces grain,the farmer works the soil and produces grain,0.0,1.0,0.0035,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the wind told me that you know about love the boy said to the sun,the wind told me that you know about life the boy said to the sun,0.0667,0.9333,0.0051,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
couldn t this have waited until morning,couldn t this have waited until morning,0.0,1.0,0.0012,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
geils began playing jazz trumpet but eventually switched to blues guitar,giles began playing jazz trumpet but eventually switched to blues guitar,0.0909,0.9091,0.0049,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
this leads to a break in the symmetry,this leads to a break in the symmetry,0.0,1.0,0.0169,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
his most important work was in the field of transformations pioneered by sophus lie,his most important work was in the field of transformations pioneered by sofasly,0.1429,0.8571,0.006,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
vera schlink is a talented fund manager she works in vienna,veraschling is a talented farm manager she works in vienna,0.2727,0.7273,0.0013,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
thai dancers happily going through their steps in unison,byron has happily gone through the steps in unison,0.4444,0.5556,0.0024,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
minimum maximum received critical acclaim from critics,minimum maximum received critical acclaim from critics,0.0,1.0,0.0011,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
both of his parents and his two sisters perished in the holocaust,both of his parents and his two sisters perished in the holocaust,0.0,1.0,0.0252,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
after only ten months walter of brienne s signoria was cut short by conspiracy,after only ten months walter of braun s signoria was cut short by conspiracy,0.0714,0.9286,0.0008,0.5288,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
where is it then,where is it then,0.0,1.0,0.0167,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
it is the first direct communications cable between finland and central europe,it is the first direct communication cable between finland and central europe,0.0833,0.9167,0.005,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
young lady cheer up,young lady cheer up,0.0,1.0,0.0002,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
airport names shown in bold have scheduled passenger service on commercial airlines,airport names shown in bold have scheduled passenger service on commercial airlines,0.0,1.0,0.0016,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the boy was also saddened his friend was in pursuit of his destiny,the boy was also saddened his friend was in pursuit of his destiny,0.0,1.0,0.0059,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
will you do this,will you do this,0.0,1.0,0.0187,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
it is possible that there were other visits,it is postponed that there were other visits,0.125,0.875,0.0018,0.1113,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
what kind of a proof is that,what kind of proof is that,0.1429,0.8571,0.0188,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
let s go to orba,let s go to arba,0.2,0.8,0.0008,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
potato crisps are thinly sliced fried potatoes eaten as a snack,potato grips are thinly sliced fried potatoes eaten as a snack,0.0909,0.9091,0.002,0.2885,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
this argument is ancient and musty and in respects an economic fallacy,this argument is ancient and must end in respects of economic policy,0.3333,0.6667,0.003,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
throughout the entire day we will be on the lookout for our enemies,throughout the entire day we will be on the lookout for our enemies,0.0,1.0,0.0156,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
with no weapons the only attack option open to him was aerial ramming,with no weapons the only attack option open to him was aerial rimming,0.0769,0.9231,0.0035,0.6108,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
it was a tent like many at the oasis,it was a tent like many at the oasis,0.0,1.0,0.0066,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the episode father s day depicts two younger versions of jackie also played by coduri,the result of the test is to enter the process of mapping of the precise color,0.9333,0.0667,0.0085,1.0,1,0.8832,0.8872,1,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
do you think your boyfriend is cheating on you,do you think your boyfriend is cheating on you,0.0,1.0,0.0426,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
indeed the scene was very beautiful,the city of canada is the largest city in the world,1.6667,-0.6667,0.041,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
a remixed and remastered edition of sluggo,a remixed and remastered edition of sluggo,0.0,1.0,0.0053,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
close all windows and logout,close all windows and log out,0.4,0.6,0.0055,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the university is a member of several organizations of colleges and universities,the university is a member of several organizations of colleges and universities,0.0,1.0,0.0235,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
she also is a faculty member at the tanglewood music center,she also is a faculty member at the tanglewood music centre,0.0909,0.9091,0.0092,0.7667,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
there are three amino acid residues responsible for this g to m phase transition,there are three amino acid residues responsible for this g to m phase transition,0.0,1.0,0.0044,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
modern traditions focus on sharing and social bonds,modern traditions focus on sharing and social bonds,0.0,1.0,0.0025,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
five,fine,1.0,0.0,0.0,0.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
otters have interesting features,otters have interesting features,0.0,1.0,0.0011,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
unfortunately there s not enough of that to be found in this game,unfortunately there s not enough of that to be found in this game,0.0,1.0,0.0104,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the final medal tally was led by host vietnam followed by thailand and indonesia,the final medal tally was led by host vietnam followed by thailand and indonesia full stop,0.1429,0.8571,0.004,0.7907,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
it is the only paxton township statewide,it is only paxton township statewide,0.1429,0.8571,0.0002,0.2318,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
her mom took her to the judo class at four o clock,the level of coordination is important,0.9167,0.0833,0.0078,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the towerblock pictured is the south face of kestrel house on city road london,the tower block pictured is the south face of kestrel house on city road london,0.1429,0.8571,0.0039,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
he grew up in cedarhurst new york,he grew up in cedarhurst new york,0.0,1.0,0.0035,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
however he never fully recovered from his wounds and died relatively early,however he never fully recovered from his illness and died relatively early,0.0833,0.9167,0.0116,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
like an old fire horse,like an old fire hose,0.2,0.8,0.0036,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
zero,zero,0.0,1.0,0.0,0.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
i notice you still remember it,i know she s crazy but i still remember her,1.1667,-0.1667,0.0061,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the most successful athletic program is wrestling,the most successful athletic program is wrestling,0.0,1.0,0.0018,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
at these dimensions it is large enough to be seen from space,at these dimensions it is large enough to be seen from space,0.0,1.0,0.0178,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
within those constraints there still exists some ambiguity,within those constraints there still exists some ambiguity,0.0,1.0,0.005,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
his grandmother diana davison was one of the first female racing drivers in australia,his grandmother diana davison was one of the first female racing drivers in australia,0.0,1.0,0.0105,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
a snapshot can also be saved permanently to venti,a snapshot can also be saved permanently to venti,0.0,1.0,0.0024,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
this desert was once a sea he said,this desert was once a sea he said,0.0,1.0,0.0027,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
it included a new production of passion directed by jamie lloyd,it included a new production of passion directed by jamie lloyd,0.0,1.0,0.0021,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the remaining architecture was reconstructed according to the preserved parts,the remaining architecture was reconstructed according to the preserved parts,0.0,1.0,0.0027,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
hartings is one of ten children,artings is one of ten children,0.1667,0.8333,0.0064,0.8146,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the mountain is of volcanic origin,the mountain is of volcanic origin,0.0,1.0,0.0038,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
and the big persian knew of his existence before he did of hers,and the big persian knew of his existence before he did of hers,0.0,1.0,0.0041,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
but after musial injured his pitching arm his career was in serious jeopardy,but after new style injured his pitching arm his career was in serious jeopardy,0.1538,0.8462,0.0058,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
norfolk island is the only non mainland australian territory to have had self governance,norfolk island is the only non mainland australian territory to have had self governance,0.0,1.0,0.0047,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
production on the film was completed by the end of march,the city is located in the northern part of the city of korea,1.0,0.0,0.0413,1.0,1,0.8832,0.8872,1,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
near the beachouse is a large modern playground,near the beach house is a large modern playground,0.25,0.75,0.0057,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
he was initially denied a temple name and left unhonoured in imperial shrines,he was initially denied a temple name and left unhonored in imperial shrines,0.0769,0.9231,0.0024,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
also at allen park is the relocated tom collins house,also in allen park is the relocated tom hollins house,0.2,0.8,0.0018,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
what do you want me to say,what do you want me to say,0.0,1.0,0.0972,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the dawes brothers of marietta founded the pure oil company,the daves brothers of marietta founded the pure oil company,0.1,0.9,0.0016,0.9854,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the forest burned for thirteen days,the forest burned for thirteen days,0.0,1.0,0.0021,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
they can also be sliced and dried to prepare a flour,they can also be sliced and dried to prepare a flour,0.0,1.0,0.0103,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
new religious orders began to be introduced into england,new religious orders began to be introduced into england,0.0,1.0,0.0031,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
you might hear font families more than typefaces even though they could mean the same thing,you might hear families more than typefaces even though they can be the same thing,0.1875,0.8125,0.0058,0.7329,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the best method is to fix it in place with clips,the best method is to fix it and place with clips,0.0909,0.9091,0.0041,0.6163,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
his twin brother died from kidney failure,his twin brother died from kidney failure,0.0,1.0,0.0131,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
he is an active christian,he is an active christian,0.0,1.0,0.006,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
it is the most valuable stamp in the world,it is the most valuable stamp in the world,0.0,1.0,0.0299,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the planet s core is made of solid gold but every traveller attempting to recover some didn t return,the planet s core is made of solid gold but every traveler attempting to recover some didn t return,0.0526,0.9474,0.0019,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the dutch and the french were the first jute traders,the dutch and the french were the first g traders,0.1,0.9,0.0025,0.3843,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
tomorrow morning she will check into the hospital,tomorrow morning she will check into the hospital,0.0,1.0,0.0054,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
what are we to do,what are we to do,0.0,1.0,0.0582,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
don t advertise tell it to a gossip,don t advertise tell it to a gossip,0.0,1.0,0.0006,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
further there is no mention of the comet in chinese literature of the time,further there is no mention of the comet in chinese literature of the time,0.0,1.0,0.0112,1.0,0,0.8832,0.8872,1,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the town is named after general john sullivan,the town is named after general john sullivan,0.0,1.0,0.0016,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
most of his works feature animals,most of his works feature animals,0.0,1.0,0.0045,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
getting to play someone as unrestricted as a vampire is a thrill she says,getting to play someone as unrestricted as a vampire is a thrill she says,0.0,1.0,0.003,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
at this point she lapsed into drug abuse,at this point she lapsed into drug abuse,0.0,1.0,0.0077,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
he played different styles of music including indian celtic bluegrass and folk,he played different styles of music including indian celtic bluegrass and folk,0.0,1.0,0.0116,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
waterfire now enjoys national and international renown,waterfire now enjoys national and international renown,0.0,1.0,0.0023,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
he paused looked back at the house but then pocketed the keys opened the gate and strode down the path quickly,he paused looked back at the house but then pocketed the keys opened the gate and started down the pathway,0.1429,0.8571,0.0078,0.9364,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the old man said nothing,the old man said nothing,0.0,1.0,0.0062,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
remind me to send another email,remind me to send another email,0.0,1.0,0.0062,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the quick fox jumped on the sleeping cat,the quick fox jumped on the sleeping cat,0.0,1.0,0.0022,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
in this game knights relay their power to friendly pieces,in this game knights rely their power to friendly pieces,0.1,0.9,0.0005,0.5551,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
amenmesse means born of or fashioned by amun in egyptian,omenes means born of old fashioned by a moon in egyptian,0.4,0.6,0.0023,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
it drew a droplet of blood,it drew a droplet of blood,0.0,1.0,0.0109,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
these expectations however never happened,these expectations however never happened,0.0,1.0,0.0003,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
gearbox and transfer box look similar to lancer evolution but still are different,gearbox and transferbox look similar to lancer evolution but still are different,0.1538,0.8462,0.0016,0.9569,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
dicastillo is a village in navarra,de castillo is a village in navarra,0.3333,0.6667,0.0018,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
except from the last two the other villages had been physically integrated into laredo,except from the last two the other villages had been physically built relative to the river,0.3571,0.6429,0.0075,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
wow look how deep this canyon is,wow look how deep this canyon is,0.0,1.0,0.0044,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
where did you come from,where did you come from,0.0,1.0,0.0382,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
but they were not there,but they were not there,0.0,1.0,0.0185,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
good bye said the boy,goodbye said the boy,0.4,0.6,0.0006,1.0,1,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
the album received critical acclaim from several newspapers,the band foreseen critical acclaim from several newsletters,0.375,0.625,0.0007,0.1139,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
philip then tells his parents that he was suspended for singing the national anthem,philip then tells his parents that he was suspended for singing the national anthem,0.0,1.0,0.0206,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
they lost to albany in the first round of the america east tournament,they lost to albany in the first round of the america east tournament,0.0,1.0,0.0117,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
it has reduced response times and assisted in the recovery process during emergencies,it has reduced response times and assisted in the recovery process during emergencies,0.0,1.0,0.0078,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
ren ozawa was removed from the cast following his domestic abuse allegations,ren azawa was removed from the cast following his domestic abuse allegations,0.0833,0.9167,0.0051,1.0,0,0.8832,0.8872,0,0,0,base,base,0,leading_silence_amp0.0_dur1.0,leading_silence,0.0,1.0,"leading_silence
amp=0, dur=1"
