reference,hypothesis,wer,wacc,plausibility,norm_plausibility,hallucination_like,hallucination_wacc_threshold,hallucination_plausibility_threshold,2gram_reps,3gram_reps,4gram_reps,config,config_family,noise_pct,perturbation,perturb_family,perturb_amplitude,perturb_duration,perturb_label
only john wayne himself surpassed mcgrath in scenes in this movie,only john well himself surpassed macdart in scenes in this movie,0.1818,0.8182,0.0004,0.4503,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
munising means near the island,municin means near the island,0.2,0.8,0.0019,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the owner of the dwelling was not amused,the owner of the dwelling was not amused,0.0,1.0,0.009,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
william barnes the poet also lived in sturminster newton,william barnes the poet also lived in star mr newton,0.2222,0.7778,0.0007,0.8463,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
thai dancers happily going through their steps in unison,by dancers happily going through their steps in unison,0.1111,0.8889,0.0023,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
minimum maximum received critical acclaim from critics,minimum maximum received critical acclaim from critics,0.0,1.0,0.0011,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
in italy she studied law school and she spoke several languages,in italy she studied law school and she spoke several languages,0.0,1.0,0.0035,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
his other film roles include who done it,his other film roles include whodunit,0.375,0.625,0.006,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
to increase his popularity in public opinion polls the politician started a campaign,to increase his popularity in public opinion polls the politician started a campaign,0.0,1.0,0.0073,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
michael jackson began his career as part of the jackson five,michael jackson began his career as part of the jackson five,0.0,1.0,0.0064,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it is the first direct communications cable between finland and central europe,it is the first direct communication cable between finland and central europe,0.0833,0.9167,0.005,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
always ask an objective question,always ask an objective question,0.0,1.0,0.0033,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
airport names shown in bold have scheduled passenger service on commercial airlines,airport names shown in bold have scheduled passenger service on commercial airlines,0.0,1.0,0.0016,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
a soldier wearing a pink scarf peers out of the top of a vehicle,a soldier wearing a pink scarf peers out of the top of a vehicle,0.0,1.0,0.0156,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
i d like to order some cinnamon pretzels please,i d like to order some cinnamon pretzels please,0.0,1.0,0.0037,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
will you do this,will you do this,0.0,1.0,0.0187,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
women form less than half of the group,women formed less than half of the group,0.125,0.875,0.0207,0.9629,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
men play football as a crowd watches,men play football as the crowd watches,0.1429,0.8571,0.0031,0.8905,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
its major industry has been slate mining,the major industry has been slate mining,0.1429,0.8571,0.0008,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
during the partnership dodgers legends frequented the alamo city including tommy lasorda,during the partnership doja s residents frequented the armado city including tommy rasselder,0.4167,0.5833,0.0004,0.4858,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
this process is intense and often lengthy,this process is intense and often lengthy,0.0,1.0,0.0065,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the line appears today on the tube map as an orange stripe,daron appears today on the tube map as an orange slime,0.25,0.75,0.0013,0.2647,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
more recent popular titles include prime suspect the forsyte saga sherlock and downton abbey,more recent popular titles include trump s beck the forsyth saga serlog and downtown abbey,0.4286,0.5714,0.0003,0.4127,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
they had a lot to divulge,they had a lot to divulge,0.0,1.0,0.0186,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
hopefully this will actually be a lasting fix to the issue and not just a short term fix,hopefully this will actually be a lasting fix to the issue and not just a short term fix,0.0,1.0,0.034,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
we are giving them no rest,we are giving them no rest,0.0,1.0,0.0079,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
double seaming uses rollers to shape the can lid and the final double seam,doubleswimming used rulers to shape a canal lead and the final doubleswim,0.6429,0.3571,0.0018,0.8791,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
semiconductor chips do not usually exhibit shmoo shape plots,semiconductor chips do not usually exhibit shmu shape plots,0.1111,0.8889,0.0005,0.594,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
give me a couple of minutes,give me a couple of minutes,0.0,1.0,0.0365,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the episode father s day depicts two younger versions of jackie also played by coduri,the search for the dead began during the launches of the airfield in kuwait,0.8667,0.1333,0.006,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the story takes the form of a monologue by asterion,the story takes the form of a monologue by asterion,0.0,1.0,0.0071,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
fatima the girl said averting her eyes,fatima the girl sat averting her eyes,0.1429,0.8571,0.0031,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it was named for judson lamoure a state legislator,he was named for judson lemoore a state legislator,0.2222,0.7778,0.001,0.6515,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
see testing hypotheses suggested by the data,see testing hypothesis suggested by the data,0.1429,0.8571,0.002,0.5891,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
many people have criticized disney for making remakes instead of original films,many people have criticized disney for making remakes instead of original films,0.0,1.0,0.005,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
in the public imagination however henson became synonymous with uncle tom,in the public imagination however henson became synonymous with uncle tom,0.0,1.0,0.0004,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
is there a history of heart disease in your family,is there a history of heart disease in your family,0.0,1.0,0.0241,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the university is a member of several organizations of colleges and universities,the university is a member of several organizations of colleges and universities,0.0,1.0,0.0235,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it is important to note that not all postcards had images made by haberkorn,it is important to note that all postcards had images made by haberkumr,0.1429,0.8571,0.0074,0.515,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
there are three amino acid residues responsible for this g to m phase transition,there are three amino acid residues responsible for this g to m phase transition,0.0,1.0,0.0044,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the film reveals that she likes poodles,the film reveals that she likes poodles,0.0,1.0,0.0048,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
some concurrent programming models include coprocesses and deterministic concurrency,some concurrent programming models include code processes in deterministic concurrency,0.3333,0.6667,0.0021,0.2468,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
three,three,0.0,1.0,0.0,0.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it continues as a tollway until its terminus in hillside,it continues as a tollway until it terminates in hyosan,0.3,0.7,0.003,0.5096,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it is next to burnhamthorpe collegiate institute and the burnhamthorpe square office complex,it is next to burnhamter collegiate institute and the burnhamter square office complex,0.1538,0.8462,0.0016,0.2706,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
however he never fully recovered from his wounds and died relatively early,however he never fully recovered from the present and died relatively early,0.1667,0.8333,0.005,0.4535,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
following is a list of civil wars in ancient rome,following as the last civil was in ancient rome,0.5,0.5,0.0012,0.3087,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
wait for the end of the war,wait for the end of the war,0.0,1.0,0.0506,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
finally the beatles began playing at the jac on occasions,finally the beatles began playing at the jack on occasions,0.1,0.9,0.0014,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
within those constraints there still exists some ambiguity,within those constraints there still exists some ambiguity,0.0,1.0,0.005,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
pindari river later joins alaknanda river at karnaprayag,pindaree river later joins laknanda river at karnapriag,0.375,0.625,0.001,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
four doors lead from the landing into two bedrooms a closet and a small but functional bathroom,four doors lead from the landing into two bedrooms a closet and a small but functional bathroom,0.0,1.0,0.0052,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
sword art online is a popular anime,sword art online is a popular anime,0.0,1.0,0.0023,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it is a member of the plastocyanin family of copper binding proteins,it is a member of the plastophyclin family of copper binding proteins,0.0833,0.9167,0.0105,0.8173,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
my dad is a republican,my dad is a republican,0.0,1.0,0.0029,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
george gilfillan displaying the hallmarks that would characterise his work,george gilfen displaying the hallmarks that would characterize his works,0.3,0.7,0.0014,0.6197,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
he was initially denied a temple name and left unhonoured in imperial shrines,he was initially denied a temple name and left unhonored in imperial shrines,0.0769,0.9231,0.0024,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
he was born in bramley yorkshire and educated at leeds grammar school,he was born in bramley yorkshire and educated at leeds grammar school,0.0,1.0,0.0068,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
during his college days he continued his political work with kerala students union,during his college days he continued his political work with kerala students union,0.0,1.0,0.0053,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
i accuse this man of being a faker,i accused this man of being a faker,0.125,0.875,0.017,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
there was a loud shriek from a woman standing behind us,there was a loud shriek from a woman standing behind us,0.0,1.0,0.0296,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
i thought you knew,i thought you knew,0.0,1.0,0.0026,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
a man with a white beard is writing in a book while two women look on,a man with white belt is writing in a book while two women look on,0.125,0.875,0.0088,0.4099,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
many of these phenomena are reversible,many of these phenomena are reversible,0.0,1.0,0.0107,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
his mother was of part german descent,his mother was of part german descent,0.0,1.0,0.0019,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
vitti s made only two english language films,bittes made only two english language films,0.25,0.75,0.0014,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the best method is to fix it in place with clips,the best method is to fix it in place with clips,0.0,1.0,0.0066,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
his twin brother died from kidney failure,his twin brother died from kidney failure,0.0,1.0,0.0131,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
i ve stuck it back together,i have stuck it back together,0.1667,0.8333,0.0063,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it s not one of those complicated things,see the item query visible,1.0,0.0,0.0002,0.0576,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
tomorrow morning she will check into the hospital,tomorrow morning she will check into the hospital,0.0,1.0,0.0054,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
he did this by obscuring the reflector with a mask containing two vertical slits,he did this by obscuring the reflector with a mask containing vertical slits,0.0714,0.9286,0.0085,0.7976,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the town is named after general john sullivan,the town is named after general john sullivan,0.0,1.0,0.0016,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
visitors can interact with these communities to learn about their culture and lifestyle,visitors can interact with these communities to learn about their culture and lifestyle,0.0,1.0,0.0226,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
acceleration of time,acceleration of time,0.0,1.0,0.0064,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it was seen early in the morning rushing over eastward,it was seen early in the morning russian power eastward,0.2,0.8,0.004,0.579,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
one week later she was released after successfully appealing her arrest,one week later she was released after successfully appealing her arrest,0.0,1.0,0.0097,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
have you met catherine,have you met catherine,0.0,1.0,0.0015,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
waterfire now enjoys national and international renown,the player now enjoys national and international renown,0.2857,0.7143,0.0028,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
she must have noted your lack of appetite,she must have noticed your lack of appetite,0.125,0.875,0.0103,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
he fled but only got as far as greenwich before being captured,he fled but only got as far as greenwich before being captured,0.0,1.0,0.0063,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
katsande and her son were accused of voter intimidation,kat sand and her son were accused of voter intimidation,0.2222,0.7778,0.0038,0.9455,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the old man said nothing,the old man said nothing,0.0,1.0,0.0062,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
you do it,you d do it,0.3333,0.6667,0.0016,0.1189,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it is therefore intricately related to the development of halacha,it is therefore intricately related to the development of halacha,0.0,1.0,0.0153,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
five days later royal marines boarded the platform and ended the broadcasting,five days later royal marines boarded the platform and ended the broadcasting,0.0,1.0,0.0014,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
we lit the lantern and walked over to his house,we lit the lantern and walked over to his house,0.0,1.0,0.0208,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the just claim got the right verdict,the just claim got the right verdict,0.0,1.0,0.0008,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
two,2,1.0,0.0,0.0,0.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
pran nath was born into a wealthy family in lahore in present day pakistan,peran nath was born into a wealthy family in lahore in present day pakistan,0.0714,0.9286,0.0094,0.9896,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the event is supposed to be plastic free zone,the event is supposed to be plastic free zone,0.0,1.0,0.0045,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
i would have won the junior olympics if not for those medaling kids,i d have won the junior olympics if not for those meddling kids,0.1538,0.8462,0.0017,0.1685,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the album received critical acclaim from several newspapers,sustained critical acclaim from several news outlets,0.625,0.375,0.0069,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it is located in the loop across michigan avenue from millennium park,it is located in the loop across michigan avenue from millennium park,0.0,1.0,0.0025,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
no but it is nice to meet you,no but it is nice to meet you,0.0,1.0,0.0284,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
does this mean he will go to jail,does this mean he will go to jail,0.0,1.0,0.0466,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
he was born at wichenford in worcestershire and educated at balliol college oxford,he was born at wichenford in worcestershire and educated at balliol college oxford,0.0,1.0,0.0034,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
a monument to honour him exists in the village,a monument to honour him exists in the village,0.0,1.0,0.0039,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
after the dissolution of the soviet union she became a russian citizen,after the dissolution of the soviet union she became a russian citizen,0.0,1.0,0.0196,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
he was arrested within days placed on trial and found guilty,he was arrested within days placed on trial and found guilty,0.0,1.0,0.01,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
the area around megali sterna consists mostly of agricultural land,the area around megalisterna consists mostly of agricultural land,0.2,0.8,0.0015,1.0,1,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
it was later revealed that the letter was a prank concocted by the exile,it was later revealed that the latter was a prank concocted by the exile,0.0714,0.9286,0.023,1.0,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
a fire button shoots the player craft s weaponry,a fire button shoots the player crafts weaponry,0.2222,0.7778,0.0001,0.8446,0,0.8739,0.8781,0,0,0,rr_64pct,rr,64,onset_noise_amp0.05_dur0.5,onset_noise,0.05,0.5,"onset_noise
amp=0.05, dur=0.5"
