analysis_id	detail_file	detail_row	eval_config	perturbation	reference	hypothesis	wer	wacc	norm_plausibility	hallucination_like	2gram_reps	3gram_reps	4gram_reps	reference_norm	hypothesis_norm
1722	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	853	base	onset_noise_amp0.05_dur0.5	its county seat and largest city is tampa	its county seat and largest city is tompa	0.125	0.875	1.0	1	0	0	0	its county seat and largest city is tampa	its county seat and largest city is tompa
1723	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	857	base	onset_noise_amp0.05_dur0.5	jarvis founded the steel company of canada	the beast found the steel company of canada	0.4286	0.5714	0.9123	1	0	0	0	jarvis founded the steel company of canada	the beast found the steel company of canada
1724	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	869	base	onset_noise_amp0.05_dur0.5	a basketball was too heavy while the basketball bladder was too light	a basketball was too heavy while the basketball bladder was too light	0.0	1.0	1.0	0	1	0	0	a basketball was too heavy while the basketball bladder was too light	a basketball was too heavy while the basketball bladder was too light
1725	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	883	base	onset_noise_amp0.05_dur0.5	operation of the trunk line continued on wooden trestles	operation of the trunkline continued on the wooden trestles	0.3333	0.6667	1.0	1	0	0	0	operation of the trunk line continued on wooden trestles	operation of the trunkline continued on the wooden trestles
1726	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	893	base	onset_noise_amp0.05_dur0.5	it s too bad that he s quickly going to forget my name he thought	too bad that he quickly going to forget my name he thought	0.2	0.8	0.9592	1	0	0	0	it s too bad that he s quickly going to forget my name he thought	too bad that he quickly going to forget my name he thought
1727	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	896	base	onset_noise_amp0.05_dur0.5	one picture in the gallery shows how diligent slaves erect the statue of admiral thompson	a picture in the gallery shows how diligent slaves erected the statue of admiral thompson	0.1333	0.8667	1.0	1	0	0	0	one picture in the gallery shows how diligent slaves erect the statue of admiral thompson	a picture in the gallery shows how diligent slaves erected the statue of admiral thompson
1728	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	899	base	onset_noise_amp0.05_dur0.5	the resulting company is strattec security corporation	the resulting company is startech security corporation	0.1429	0.8571	1.0	1	0	0	0	the resulting company is strattec security corporation	the resulting company is startech security corporation
1729	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	903	base	onset_noise_amp0.05_dur0.5	they could no longer support the mir	they could no longer support the mere	0.1429	0.8571	1.0	1	0	0	0	they could no longer support the mir	they could no longer support the mere
1730	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	908	base	onset_noise_amp0.05_dur0.5	some social scientists and evaluaters view the condition as a pseudophobia	some social scientists and evaluators view the condition as pseudophobia	0.1818	0.8182	1.0	1	0	0	0	some social scientists and evaluaters view the condition as a pseudophobia	some social scientists and evaluators view the condition as pseudophobia
1731	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	923	base	onset_noise_amp0.05_dur0.5	lazarus was born in queanbeyan new south wales	lazarus was born in quinpion new south wales	0.125	0.875	0.9003	1	0	0	0	lazarus was born in queanbeyan new south wales	lazarus was born in quinpion new south wales
1732	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	932	base	onset_noise_amp0.05_dur0.5	fuji dream airlines has its headquarters in makinohara	fuji dream airlines has its headquarters in mackinacohora	0.125	0.875	1.0	1	0	0	0	fuji dream airlines has its headquarters in makinohara	fuji dream airlines has its headquarters in mackinacohora
1733	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	934	base	onset_noise_amp0.05_dur0.5	trench was born in belize city in british honduras	kate was born in valise city in british honduras	0.2222	0.7778	1.0	1	0	0	0	trench was born in belize city in british honduras	kate was born in valise city in british honduras
1734	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	944	base	onset_noise_amp0.05_dur0.5	tyger williams wrote the screenplay and shared story credit with the brothers	tiger williams wrote the screenplay and shared story credits with the brothers	0.1667	0.8333	1.0	1	0	0	0	tyger williams wrote the screenplay and shared story credit with the brothers	tiger williams wrote the screenplay and shared story credits with the brothers
1735	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	949	base	onset_noise_amp0.05_dur0.5	i am sure there is not on his	i m sure there is no doubt on this	0.5	0.5	1.0	1	0	0	0	i am sure there is not on his	i m sure there is no doubt on this
1736	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	956	base	onset_noise_amp0.05_dur0.5	the type and only species is sciroseps pawhuskai	the type and only species is cirrhoseps pachuchet	0.25	0.75	1.0	1	0	0	0	the type and only species is sciroseps pawhuskai	the type and only species is cirrhoseps pachuchet
1737	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	960	base	onset_noise_amp0.05_dur0.5	to steal a hog and give away the feet in alms to god	to steer a heart and give away the feet and arms to god	0.3077	0.6923	1.0	1	0	0	0	to steal a hog and give away the feet in alms to god	to steer a heart and give away the feet and arms to god
1738	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	971	base	onset_noise_amp0.05_dur0.5	turpin succeeded indira samarasekera who saw the university through a period of strong growth	terpin succeeded indira samarasipkara who saw the university through a period of strong growth	0.1429	0.8571	1.0	1	0	0	0	turpin succeeded indira samarasekera who saw the university through a period of strong growth	terpin succeeded indira samarasipkara who saw the university through a period of strong growth
1739	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	976	base	onset_noise_amp0.05_dur0.5	the movie was little seen outside sweden	the movie was little seen outside of sweden	0.1429	0.8571	1.0	1	0	0	0	the movie was little seen outside sweden	the movie was little seen outside of sweden
1740	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	986	base	onset_noise_amp0.05_dur0.5	you cannot lose what you never had	we can out move for in a brand	1.1429	-0.1429	0.1301	0	0	0	0	you cannot lose what you never had	we can out move for in a brand
1741	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	989	base	onset_noise_amp0.05_dur0.5	hope for the best and prepare for the worst	hope for the best and prepare for the worst	0.0	1.0	1.0	0	1	0	0	hope for the best and prepare for the worst	hope for the best and prepare for the worst
1742	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.05_dur0.5.tsv	998	base	onset_noise_amp0.05_dur0.5	sinha was born in allahabad	sinhar was born in allahabad	0.2	0.8	0.9988	1	0	0	0	sinha was born in allahabad	sinhar was born in allahabad
1743	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	8	base	onset_noise_amp0.5_dur0.5	how is mozilla going to handle ambiguities like queue and cue	how is mozilla going to handle ambiguities like q and q	0.1818	0.8182	1.0	1	0	0	0	how is mozilla going to handle ambiguities like queue and cue	how is mozilla going to handle ambiguities like q and q
1744	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	10	base	onset_noise_amp0.5_dur0.5	i guess you must think i m kinda batty	the question is who planned the party	1.0	0.0	1.0	1	0	0	0	i guess you must think i m kinda batty	the question is who planned the party
1745	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	21	base	onset_noise_amp0.5_dur0.5	it might be in this writer s top ten	it might be in this writers top ten	0.2222	0.7778	1.0	1	0	0	0	it might be in this writer s top ten	it might be in this writers top ten
1746	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	25	base	onset_noise_amp0.5_dur0.5	i will tell her what we decided	i will tell her what she decided	0.1429	0.8571	1.0	1	0	0	0	i will tell her what we decided	i will tell her what she decided
1747	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	30	base	onset_noise_amp0.5_dur0.5	it is a member theater of the union of the theatres of europe	it is a member theatre of the union of the theatres of europe	0.0769	0.9231	1.0	0	1	0	0	it is a member theater of the union of the theatres of europe	it is a member theatre of the union of the theatres of europe
1748	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	32	base	onset_noise_amp0.5_dur0.5	watts was educated at haberdashers aske s hatcham girls school	walsh was educated at heverdasher s archambal school	0.5	0.5	1.0	1	0	0	0	watts was educated at haberdashers aske s hatcham girls school	walsh was educated at heverdasher s archambal school
1749	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	33	base	onset_noise_amp0.5_dur0.5	cristiano ronaldo has won twenty four trophies in his career	its career underwent has amounted to twenty four to twenty five years in this career	1.0	0.0	0.7883	0	1	0	0	cristiano ronaldo has won twenty four trophies in his career	its career underwent has amounted to twenty four to twenty five years in this career
1750	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	35	base	onset_noise_amp0.5_dur0.5	the song was produced by go grizz and smash david	the song was produced by gogriz and smash david	0.2	0.8	1.0	1	0	0	0	the song was produced by go grizz and smash david	the song was produced by gogriz and smash david
1751	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	38	base	onset_noise_amp0.5_dur0.5	she married her business partner steve lane	she married her business partner stephen lee	0.2857	0.7143	1.0	1	0	0	0	she married her business partner steve lane	she married her business partner stephen lee
1752	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	42	base	onset_noise_amp0.5_dur0.5	he was the eldest brother of katharine duchess of kent	he was the eldest brother of catherine duchess of ghent	0.2	0.8	1.0	1	0	0	0	he was the eldest brother of katharine duchess of kent	he was the eldest brother of catherine duchess of ghent
1753	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	50	base	onset_noise_amp0.5_dur0.5	rapidan campaign may june	them campaign made two	0.75	0.25	1.0	1	0	0	0	rapidan campaign may june	them campaign made two
1754	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	64	base	onset_noise_amp0.5_dur0.5	since their inception harris has been the band s principal composer and lyricist	benim yanımda kapalı oturmanıza gerek yok başınızı açabilirsiniz	1.0	0.0	1.0	1	0	0	0	since their inception harris has been the band s principal composer and lyricist	benim yan mda kapal oturman za gerek yok ba n z a abilirsiniz
1755	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	68	base	onset_noise_amp0.5_dur0.5	what do you advise sir	what is your advice sir	0.6	0.4	1.0	1	0	0	0	what do you advise sir	what is your advice sir
1756	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	71	base	onset_noise_amp0.5_dur0.5	the cornices of the room were mostly intact but showed signs of damage from damp	the cornices of the room were mostly intact but showed signs of damage and damage	0.1333	0.8667	1.0	1	0	0	0	the cornices of the room were mostly intact but showed signs of damage from damp	the cornices of the room were mostly intact but showed signs of damage and damage
1757	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	72	base	onset_noise_amp0.5_dur0.5	alexandria and texas were shut down mid season	alexandria and texas were shut down midseason	0.25	0.75	1.0	1	0	0	0	alexandria and texas were shut down mid season	alexandria and texas were shut down midseason
1758	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	74	base	onset_noise_amp0.5_dur0.5	it is inhibited by the pneumotaxic centre	it is inhibited by the pneumotoxic center	0.2857	0.7143	1.0	1	0	0	0	it is inhibited by the pneumotaxic centre	it is inhibited by the pneumotoxic center
1759	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	76	base	onset_noise_amp0.5_dur0.5	an important person in the life of emile claus was the painter jenny montigny	an important person in the life of emilio claus was the painter jim montegna	0.2143	0.7857	1.0	1	0	0	0	an important person in the life of emile claus was the painter jenny montigny	an important person in the life of emilio claus was the painter jim montegna
1760	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	89	base	onset_noise_amp0.5_dur0.5	the state plans to re work those curves to improve safety	the state plans to rework those groups to improve safety	0.2727	0.7273	1.0	1	0	0	0	the state plans to re work those curves to improve safety	the state plans to rework those groups to improve safety
1761	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	105	base	onset_noise_amp0.5_dur0.5	lion rock is located north west of wong tai sin	lion rock is located northwest of wong tai singh	0.3	0.7	1.0	1	0	0	0	lion rock is located north west of wong tai sin	lion rock is located northwest of wong tai singh
1762	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	122	base	onset_noise_amp0.5_dur0.5	his most important work was in the field of transformations pioneered by sophus lie	his most important work was in the field of transformations pioneered by sofasly	0.1429	0.8571	1.0	1	0	0	0	his most important work was in the field of transformations pioneered by sophus lie	his most important work was in the field of transformations pioneered by sofasly
1763	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	126	base	onset_noise_amp0.5_dur0.5	the creeks refused	the greeks refused	0.3333	0.6667	1.0	1	0	0	0	the creeks refused	the greeks refused
1764	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	128	base	onset_noise_amp0.5_dur0.5	he took the fourth part and handed it to the monk	he took the first cup and handed it to the monk	0.1818	0.8182	1.0	1	0	0	0	he took the fourth part and handed it to the monk	he took the first cup and handed it to the monk
1765	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	135	base	onset_noise_amp0.5_dur0.5	vera schlink is a talented fund manager she works in vienna	verasling is a talented farm manager she works in vienna	0.2727	0.7273	0.8967	1	0	0	0	vera schlink is a talented fund manager she works in vienna	verasling is a talented farm manager she works in vienna
1766	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	141	base	onset_noise_amp0.5_dur0.5	hertz s daughters never married and he has no descendants	hurs is totally remarried and he has no descendants	0.5	0.5	1.0	1	0	0	0	hertz s daughters never married and he has no descendants	hurs is totally remarried and he has no descendants
1767	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	153	base	onset_noise_amp0.5_dur0.5	luckily the dagger couldn t penetrate the bullet proof vest	luckily the dagger couldn t penetrate the bulletproof vest	0.2	0.8	1.0	1	0	0	0	luckily the dagger couldn t penetrate the bullet proof vest	luckily the dagger couldn t penetrate the bulletproof vest
1768	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	155	base	onset_noise_amp0.5_dur0.5	his other film roles include who done it	his other film roles include whodunnit	0.375	0.625	1.0	1	0	0	0	his other film roles include who done it	his other film roles include whodunnit
1769	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	158	base	onset_noise_amp0.5_dur0.5	he is currently a member of investment bank jefferies global senior advisory board	he is currently a member of investment bank jaffery s global senior advisory board	0.1538	0.8462	1.0	1	0	0	0	he is currently a member of investment bank jefferies global senior advisory board	he is currently a member of investment bank jaffery s global senior advisory board
1770	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	169	base	onset_noise_amp0.5_dur0.5	he grew strawberries so you would not like it	it gives strawberries so you would not like it	0.2222	0.7778	1.0	1	0	0	0	he grew strawberries so you would not like it	it gives strawberries so you would not like it
1771	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	177	base	onset_noise_amp0.5_dur0.5	bambalio refers to a tendency to stammer	compagno refers to a tendency to stammer	0.1429	0.8571	1.0	1	0	0	0	bambalio refers to a tendency to stammer	compagno refers to a tendency to stammer
1772	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	184	base	onset_noise_amp0.5_dur0.5	women form less than half of the group	women formed less than half of the group	0.125	0.875	0.9629	1	0	0	0	women form less than half of the group	women formed less than half of the group
1773	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	186	base	onset_noise_amp0.5_dur0.5	men play football as a crowd watches	men play football as the crowd watches	0.1429	0.8571	0.8905	1	0	0	0	men play football as a crowd watches	men play football as the crowd watches
1774	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	191	base	onset_noise_amp0.5_dur0.5	abbas was considered a leading light of the urdu short story	abbas was considered a leading writer of the religious stories	0.3636	0.6364	1.0	1	0	0	0	abbas was considered a leading light of the urdu short story	abbas was considered a leading writer of the religious stories
1775	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	194	base	onset_noise_amp0.5_dur0.5	the genus name was given in honour of queen victoria of the united kingdom	virginia s name was given in honor of queen victoria of the united kingdom	0.2143	0.7857	0.9435	1	0	0	0	the genus name was given in honour of queen victoria of the united kingdom	virginia s name was given in honor of queen victoria of the united kingdom
1776	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	195	base	onset_noise_amp0.5_dur0.5	a song a girl a maid	a song a girl a mate	0.1667	0.8333	0.9632	1	0	0	0	a song a girl a maid	a song a girl a mate
1777	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	198	base	onset_noise_amp0.5_dur0.5	its major industry has been slate mining	the major industry has been slate mining	0.1429	0.8571	1.0	1	0	0	0	its major industry has been slate mining	the major industry has been slate mining
1778	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	203	base	onset_noise_amp0.5_dur0.5	amsterdam mathematical centre tracts	amsterdam mathematical central tracks	0.5	0.5	1.0	1	0	0	0	amsterdam mathematical centre tracts	amsterdam mathematical central tracks
1779	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	208	base	onset_noise_amp0.5_dur0.5	what kind of a proof is that	what kind of proof is that	0.1429	0.8571	1.0	1	0	0	0	what kind of a proof is that	what kind of proof is that
1780	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	210	base	onset_noise_amp0.5_dur0.5	that application was rejected	the application was rejected	0.25	0.75	1.0	1	0	0	0	that application was rejected	the application was rejected
1781	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	216	base	onset_noise_amp0.5_dur0.5	let s go to orba	let s go to arba	0.2	0.8	1.0	1	0	0	0	let s go to orba	let s go to arba
1782	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	218	base	onset_noise_amp0.5_dur0.5	the movie white christmas also starred bing crosby and danny kaye	the movie white christmas also starred peter crosby and daniel kay	0.2727	0.7273	1.0	1	0	0	0	the movie white christmas also starred bing crosby and danny kaye	the movie white christmas also starred peter crosby and daniel kay
1783	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	221	base	onset_noise_amp0.5_dur0.5	this argument is ancient and musty and in respects an economic fallacy	this argument is ancient and must end in respects of economic policy	0.3333	0.6667	1.0	1	0	0	0	this argument is ancient and musty and in respects an economic fallacy	this argument is ancient and must end in respects of economic policy
1784	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	222	base	onset_noise_amp0.5_dur0.5	the amenability property has a large number of equivalent formulations	the amino ablation property has a large number of correlation formulations	0.3	0.7	0.9629	1	0	0	0	the amenability property has a large number of equivalent formulations	the amino ablation property has a large number of correlation formulations
1785	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	238	base	onset_noise_amp0.5_dur0.5	the episode father s day depicts two younger versions of jackie also played by coduri	the church was built during the reign of the lords of the nile	0.8667	0.1333	1.0	1	1	0	0	the episode father s day depicts two younger versions of jackie also played by coduri	the church was built during the reign of the lords of the nile
1786	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	243	base	onset_noise_amp0.5_dur0.5	fatima the girl said averting her eyes	fatima the girl sat averting her eyes	0.1429	0.8571	1.0	1	0	0	0	fatima the girl said averting her eyes	fatima the girl sat averting her eyes
1787	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	249	base	onset_noise_amp0.5_dur0.5	close all windows and logout	close all windows and log out	0.4	0.6	1.0	1	0	0	0	close all windows and logout	close all windows and log out
1788	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	282	base	onset_noise_amp0.5_dur0.5	alcoholics may also require treatment for other psychotropic drug addictions and drug dependences	psycholics may also require treatment for other psychotropic drug addictions and drug dependence	0.1538	0.8462	1.0	1	0	0	0	alcoholics may also require treatment for other psychotropic drug addictions and drug dependences	psycholics may also require treatment for other psychotropic drug addictions and drug dependence
1789	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	297	base	onset_noise_amp0.5_dur0.5	the series writers included mcgovern danny brocklehurst alice nutter and shaun duggan	the series writers included mcgowan danny bradcliffe annie snutter and sean duggan	0.4167	0.5833	1.0	1	0	0	0	the series writers included mcgovern danny brocklehurst alice nutter and shaun duggan	the series writers included mcgowan danny bradcliffe annie snutter and sean duggan
1790	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	299	base	onset_noise_amp0.5_dur0.5	the towerblock pictured is the south face of kestrel house on city road london	the tower block pictured is the south face of kestrel house on city road london	0.1429	0.8571	1.0	1	0	0	0	the towerblock pictured is the south face of kestrel house on city road london	the tower block pictured is the south face of kestrel house on city road london
1791	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	304	base	onset_noise_amp0.5_dur0.5	his first trainers was vitaliy khmelnytskyi	his first trips were in lichenski	0.6667	0.3333	1.0	1	0	0	0	his first trainers was vitaliy khmelnytskyi	his first trips were in lichenski
1792	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	320	base	onset_noise_amp0.5_dur0.5	krasnov	grass nova	2.0	-1.0	1.0	1	0	0	0	krasnov	grass nova
1793	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	324	base	onset_noise_amp0.5_dur0.5	pindari river later joins alaknanda river at karnaprayag	pindari river later joins laknanda river at karnapryag	0.25	0.75	1.0	1	0	0	0	pindari river later joins alaknanda river at karnaprayag	pindari river later joins laknanda river at karnapryag
1794	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	341	base	onset_noise_amp0.5_dur0.5	but after musial injured his pitching arm his career was in serious jeopardy	but after new style injured his pitching arm his career was in serious jeopardy	0.1538	0.8462	1.0	1	0	0	0	but after musial injured his pitching arm his career was in serious jeopardy	but after new style injured his pitching arm his career was in serious jeopardy
1795	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	355	base	onset_noise_amp0.5_dur0.5	near the beachouse is a large modern playground	near the beach house is a large modern playground	0.25	0.75	1.0	1	0	0	0	near the beachouse is a large modern playground	near the beach house is a large modern playground
1796	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	360	base	onset_noise_amp0.5_dur0.5	and it s a six minute video	and it is a six minute video	0.1429	0.8571	1.0	1	0	0	0	and it s a six minute video	and it is a six minute video
1797	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	364	base	onset_noise_amp0.5_dur0.5	however there are some issues that came out full colored to celebrate certain anniversaries	however there are some issues that came up full color to celebrate certain anniversaries	0.1429	0.8571	1.0	1	0	0	0	however there are some issues that came out full colored to celebrate certain anniversaries	however there are some issues that came up full color to celebrate certain anniversaries
1798	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	365	base	onset_noise_amp0.5_dur0.5	also at allen park is the relocated tom collins house	also in allen park is the relocated tom hollins house	0.2	0.8	1.0	1	0	0	0	also at allen park is the relocated tom collins house	also in allen park is the relocated tom hollins house
1799	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	389	base	onset_noise_amp0.5_dur0.5	blackmar life of chas	like my life of chess	0.75	0.25	1.0	1	0	0	0	blackmar life of chas	like my life of chess
