ref_sentence	hypo_sentence	probability_ref	probability_hypo	scaled_probability_hypo	cosine_similarity
half an hour later turning a deaf ear to all remonstrance he gave the proprietors until five o'clock to remove their families and personal property from the free state hotel	half an hour later turning a deaf ear to all remonstrance he gave the proprietors until five o'clock to remove their families and personal property from the free state hotel	0.75	0.75	1.0	0.999999486960179
it is only a pencil outline by edward burne jones in illustration of the story of psyche it is the introduction of psyche after all her troubles into heaven	it is only a pencil outline by edward burne jones in illustration of the story of cykee it is the introduction of saki after all her troubles into heaven	0.75	0.3	0.39999999999999997	0.8076201668711374
she meanwhile passed her life with her parents in the strictest retirement never letting herself be seen but shunning every eye lest it should read her misfortune in her face	she meanwhile passed her life with her parents in the strictest to retirement never letting herself be seen but shunning every eye lest it should read her misfortune in her face	0.75	0.45	0.6	0.9898775586556553
the incident was not violent nor even dramatic no posse was summoned no further effort made and reeder fearing personal violence soon fled in disguise	the incident was not violent nor even dramatic no posse was summoned no further effort made and reader fearing personal violence soon fled in disguise	0.65	0.45	0.6923076923076923	0.871101548340342
the people contested these measures one by one in the courts presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure	the people contented these measures one by one in the courts presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure	0.75	0.4	0.5333333333333333	0.9094593340310213
the late astounding events however had rendered procope manifestly uneasy and not the less so from his consciousness that the count secretly partook of his own anxiety	the late astounding events however had rendered procope manifestly uneasy and not the less so from his consciousness that the count secretly partook of his own anxiety	0.45	0.45	1.0	0.9999993593823792
the street conductors were of the overhead pole line construction and were installed by the construction company that had been organized by edison to build and equip central stations	the three conductors were of the overhead whole lined construction and were installed by the construction company that had been organized by edison to build an equip central stations	0.75	0.45	0.6	0.8355332348712083
he was a splendid figure of a boy tall and straight as a young pine tree with a handsome head and stormy gray eyes deeply set under a serious brow	he was a splendid figure of a boy tall and straight as a young pine tree with a handsome head and stormy gray eyes deeply set under a serious brow	0.75	0.75	1.0	0.9999995463433597
in a few moments he heard the cherries dropping smartly into the pail and he began to swing his scythe with that long even stroke that few american boys ever learn	in a few moments he heard the cherries dropping smartly into the pail and he began to swing his sigh with that long even stroke that few american boys ever learn	0.75	0.75	1.0	0.9351243977814653
sire he said your majesty's most devoted servant approaches to perform a service on this occasion with similar zeal that he has already shown on the field of battle	sire he said your majesty's most devoted servant approaches to perform a service on this occasion with similar zeal that he is already shown on the field of battle	0.65	0.55	0.8461538461538461	0.9976330123310302
if i go to meeting at all i like best to sit in the quiet old house in germantown where the windows are all open and i can see the trees and hear the stir of the leaves	if i go to meeting at all i like best to sit in the quiet old house in german town where the windows are all open and i can see the trees and hear the stir of the leaves	0.75	0.75	1.0	0.9490472064159057
let me say here distinctly to have done with it that this narrative from an exact transcript of my own made much later is what i shall presently give	let me say here distinctly to have done with it that this narrative from an exact conscript of my own made much later is what i shall presently give	0.65	0.6	0.923076923076923	0.9276383753741422
oh to shoot my soul's full meaning into future years that they should lend it utterance and salute love that endures from life that disappears	oh to shoot my souls full meaning into future years that they should lend it utterance and salute love that endures from life that disappears	0.65	0.75	1.0	0.970698722466537
missus grey had met southerners before but not intimately and she always had in mind vividly their cruelty to poor negroes a subject she made a point of introducing forthwith	missus grey had met southerners before but not intimately and she always had in mind vividly their cruelty to poor negroes a subject she made a point of introducing forthwith	0.75	0.75	1.0	0.9999999999999998
i believe it sir and that is what i fear therefore the principal object of my visit here is to devote myself entirely to the study of the french language	i believe it sir and that is what i fear therefore the principal object of my visit here is to devote myself entirely to the study of the french language	0.65	0.65	1.0	0.9999995119455884
we shut our eyes the flowers bloom on we murmur but the corn ears fill we choose the shadow but the sun that casts it shines behind us still	we shut our eyes the flowers bloom on we murmur but the corners fill we choose the shadow but the sun that cast it shines behind us still	0.75	0.65	0.8666666666666667	0.9438554239777327
the only duplicate which existed so far as i knew was that which belonged to my servant bannister a man who has looked after my room for ten years and whose honesty is absolutely above suspicion	the only duplicate which existed so far as i knew was that which belonged to my servant banister a man who has looked after my room for ten years and whose honesty is absolutely above suspicion	0.65	0.65	1.0	0.9888787741198228
love is a babe then might i not say so to give full growth to that which still doth grow	love is a babe then might i not say so to give full growth to that which do doth grow	0.45	0.25	0.5555555555555556	0.9828918263337731
it could not be used for electroplating or deposition nor could it charge storage batteries all of which are easily within the ability of the direct current	it could not be used for elector plating or deposition nor could it charge to ridge batteries all of which are easily within the ability of the direct current	0.3	0.65	1.0	0.9305454344911893
that summer the rains had been so many and opportune that it was almost more than shabata and his man could do to keep up with the corn the orchard was a neglected wilderness	that summer the rains had been so many and opportune that it was almost more than schobadah and his man could do to keep up with the corn the orchard was a neglected wilderness	0.65	0.65	1.0	0.9352801446286005
the night was clear starlit and splendid the tempest had passed away and the sweet influences of the evening had restored life peace and security everywhere	the night was clear starlit and splendid the tempest had passed away and the sweet influences of the evening had restored life peace and security everywhere	0.75	0.75	1.0	0.9999995098829835
but in their selection of a constitution the britannulists have unfortunately allowed themselves but one deliberative assembly and hence have sprung their present difficulties	but in their selection of a constitution the britain ulyss have unfortunately allowed themselves but one deliberate assembly and hence has sprung their present difficulties	0.35	0.2	0.5714285714285715	0.8841618596491305
mindful however of her own errors and misfortunes she early sought to impose a tender but strict control over the infant immortality that was committed to her charge	mindful however of her own errors and misfortunes she early sought to impose a tender but strict control over the infant immortality that was committed to her charge	0.65	0.75	1.0	0.9999996058070281
she was young untried nervous it was a vision of serious duties and little company of really great loneliness	she was young untried nervous it was a vision of serious duties and little company of really great loneliness	0.6	0.65	1.0	0.999956072612014
delivered in a strong tone of assent announced the gratification the savage would receive in witnessing such an exhibition of weakness in an enemy so long hated and so much feared	delivered in a strong tone of assent announced the gratification that savage would receive and witnessing such an exhibition of weakness in an enemy so long hated and so much feared	0.45	0.25	0.5555555555555556	0.957860216707635
not that i know of not one more that i know of he replied with astonishment at what she had insinuated and yet with a perfect assurance that she was in the wrong	not that i know of not one more that i know of he replied with astonishment at what she had insinuated and yet with a perfect assurance that she was in the wrong	0.65	0.65	1.0	0.9999913002978639
you will find me continually speaking of four men titian holbein turner and tintoret in almost the same terms	you will find me continually speaking of four men tission whole vine turner and tincutette in almost the same terms	0.65	0.1	0.15384615384615385	0.7842093119397363
when a private in the eighth cavalry he had been on the point of quitting the army at twenty eight years of age but unexpectedly he had been appointed orderly to captain servadac	when a private in the eighth cavalry he had been on the point of quitting the army at twenty eight years of age but unexpectedly he had been appointed orderly to captain servadac	0.65	0.6	0.923076923076923	0.9999198294275066
he has no traditions to bind him or guide him and his impulse is to break away from the occupation his father has followed and make a new way for himself	he has no traditions to bind him or guide him and his impulse is to break away from the occupation his father has followed and make a new way for himself	0.75	0.75	1.0	0.9999995754889881
as i spoke i made him a gracious bow and i think i showed him by my mode of address that i did not bear any grudge as to my individual self	as i spoke i made him a gracious bow and i think i showed him by my mode of address that i did not bear any grudge as to my individual self	0.75	0.75	1.0	0.9999995003586025
the tree only came to himself when he was unloaded in a court yard with the other trees and heard a man say that one is splendid we don't want the others	the tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say that one is splendid we don't want the others	0.2	0.3	1.0	0.9697410687247752
at one end stood a great fireplace in which a blue log was blazing with a blue flame and over the fire hung four kettles in a row all bubbling and steaming at a great rate	and one end stood a great fireplace in which a blue log was blazing with a blue flame and over the fire hung four kettles in a row all bubbling and steaming at a great rate	0.75	0.7	0.9333333333333332	0.9841705904765671
for the first day sir i think that what you have done gives great hopes of you and without any doubt you will make rapid progress	for the first day sir i think that what you have done gives great hopes of you and without any doubt you will make rapid progress	0.75	0.65	0.8666666666666667	0.9999999999999989
some of the touches indeed when the tint has been mixed with much water have been laid in little drops or ponds so that the pigment might crystallize hard at the edge	some of the touches indeed when the tint has been mixed with much water have been laid in little drops or ponds so that the pigment might crystallize hard at the edge	0.65	0.65	1.0	0.9999994905318157
such consumption as falls to the women is merely incidental to their work it is a means to their continued labour and not a consumption directed to their own comfort and fulness of life	such consumption as falls through the women is merely incidental to their work it is a means to their continued labor and not the consumption directed to their own comfort and fullness of life	0.75	0.65	0.8666666666666667	0.9780762772597511
sometimes i don't want to do anything at all and sometimes i want to pull the four corners of the divide together he threw out his arm and brought it back with a jerk so like a table cloth	sometimes i don't want to do anything at all and sometimes i want to pull the four corners of the divide together he threw out his arm and brought it back with a jerk so i could tablecloth	0.25	0.15	0.6	0.9815404014717902
in actual fact there are doubtless various factors that concur in giving us the feeling of greater or less remoteness in some remembered event	in actual fact there are doubtless various factors that concur in giving us the feeling of greater or less remoteness in some remembered event	0.85	0.75	0.8823529411764706	0.9999994758121757
if beauty or comfort is achieved and it is a more or less fortuitous circumstance if they are they must be achieved by means and methods that commend themselves to the great economic law of wasted effort	if beauty comfort is achieved and it is moralists for true to circumstances if they are they must be achieved by means and methods that commend themselves to the great economic law of voice and effort	0.2	0.2	1.0	0.8309397308138345
he would be like a philologist refusing to examine a fact in language a philosopher hesitating to scrutinize a fact in humanity	he would be like a philologist refusing to examine a fact in language a philosopher hesitating to scrutinize a fact and humanity	0.75	0.65	0.8666666666666667	0.9913186027855493
at most by an alms given to a beggar whose blessing he fled from he might hope wearily to win for himself some measure of actual grace	at most by an alms given to a beggar whose blessing he fled from he might hope wearily to win for himself some measure of actual grace	0.45	0.3	0.6666666666666666	0.9999994541739415
it is probable that the relation of the ideas to god or of god to the world was differently conceived by him at different times of his life	it is probable that the relation of the ideas to god or of god to the world was differently conceived by him at different times of his life	0.75	0.75	1.0	0.9999994672141641
first as a paris stockbroker later as a celebrated author and yachtsman he went on frequent voyages to britain america the mediterranean	first as a paris stock broker later as a celebrated author and yachtsman he went on frequent voyages to britain america the mediterranean	0.6	0.45	0.75	0.997638286121091
it is notable that the indian tribes have generally regarded the religion of the latter day saints with favor seeing in the book of mormon striking agreement with their own traditions	it is notable that the indian tribes have generally regarded the religion of the latter day saints with favour seeing in the book a mormon striking agreement with their own traditions	0.6	0.65	1.0	0.9884194611012409
whenever as in these cases the menial service in question has to do directly with the primary leisure employments of fighting and hunting it easily acquires a reflected honorific character	that would be an incorrect answer the definition given by that authority i have every reason to believe is the correct one the generally accepted one the authority referred to	0.65	0.65	1.0	0.22541011475028772
marie picked cherries and sang softly to herself stripping one glittering branch after another shivering when she caught a shower of raindrops on her neck and hair	marie picked cherries and sang softly to herself stripping one glittering ranch after another shivering when she caught a shower of rain drops on her neck and hair	0.75	0.7	0.9333333333333332	0.9675497204793422
the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail	the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail	0.75	0.75	1.0	0.9999994604316553
it has even happened that the name for certain diseased conditions of the body arising from such an origin has passed into everyday speech as a synonym for noble or gentle	it has even happened that the name for certain diseased conditions of the body arising from such an origin has passed into every day speech as a synonym for noble or gentle	0.75	0.75	1.0	0.9920576308905016
among the country population its place is to some extent taken by savings and home comforts known through the medium of neighborhood gossip sufficiently to serve the like general purpose of pecuniary repute	among the country population its places to some extent taken by savings and home comforts known through the medium of neighbor gossip sufficiently to serve the like general purposes of pecuniary repute	0.2	0.1	0.5	0.9699398514629444
but take it whilst i live and wear montfichet's shield in the days when my eyes can be rejoiced by so brave a sight for you will ne'er disgrace our scutcheon i warrant me	but take it whilst i live and where monkey shades shield in the days when my eyes can be rejoiced by so brave a sight for you will never disgrace our dutch and i warrant me	0.3	0.25	0.8333333333333334	0.7559856266346997
all the morning they trudged up the mountain path and at noon unc and ojo sat on a fallen tree trunk and ate the last of the bread which the old munchkin had placed in his pocket	all the morning they trudged up the mountain path and at noon unc and ojo sat on a fallen tree trunk and ate the last of the bread which the old munchkin had placed in his pocket	0.3	0.65	1.0	0.9999995458140895
extinguished brands were lying around a spring the offals of a deer were scattered about the place and the trees bore evident marks of having been browsed by the horses	extinguished brands were lying around a spring the awfuls of a deer were scattered about the place and the trees were evident marks of having been browsed by the horses	0.75	0.3	0.39999999999999997	0.9655168915333624
we can all be servants of god wherever our lot is cast but he gives us different sorts of work according as he fits us for it and calls us to it	we can all be servants of god wherever our lot is cast but he gives us different sorts of work according as he fits us for it and calls us to it	0.9	0.75	0.8333333333333333	0.9999882304606231
but this frequenter of the heights of air for all his savage valor was troubled at the leaping waves and the tossing foam of these mad rapids he did not understand them	but this frequenture of the heights of air for all his savage valor was troubled at the leaping waves in the tossing foam of these mad rapids he did not understand them	0.65	0.1	0.15384615384615385	0.9725309519916615
he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce	he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fat and sauce	0.3	0.25	0.8333333333333334	0.9947240875709098
he came down to earth lived among men suffered was crucified and then he died standing clearly before us so that our hearts and eyes may fasten upon him	he came down to earth lived among men suffered was crucified and then he died standing clearly before us so that our hearts and eyes may fasten upon him	0.75	0.3	0.39999999999999997	0.9999995462303574
nothing is more lugubrious than the contemplation thus in its nudity in the broad light of thought of the horrible swarming of slang	nothing is more lugubrious than the contemplation thus in its nutity in the broad light of thought of the horrible swarming of slaying	0.3	0.15	0.5	0.8032321459541061
i have never yet however been vanquished by them and even upon this occasion my reason shall combat them to the last and my reason shall fail me before i do wrong	i have never yet however been vanquished by them and even upon this occasion my reason shall come back them to the last and my reason shall fail me before i do wrong	0.7	0.45	0.6428571428571429	0.972685813504945
which thou dost scatter on every little blade of grass that springs revives the milked cow and tames the fire breathing steed	which thou dost scatter on every little blade of grass that springs revives the milked cow and tames the fire breathing steed	0.25	0.2	0.8	0.9999721853879262
the old servant told him quietly as they crept back to gamewell that this passage way led from the hut in the pleasance to sherwood and that geoffrey for the time was hiding with the outlaws in the forest	the old servant told him quietly as they crept back to gamewell that this passage way led from the hut in the pleasants to sherwood and that jeffrey for the time was hiding with the outlaws in the forest	0.65	0.65	1.0	0.9020857099578669
it is black in misfortune it is blacker still in crime these two blacknesses amalgamated compose slang	it is black in misfortune it is blacker still in crime these two blacknesses amalgamated composed slang	0.3	0.3	1.0	0.9903857522989188
ralph thurston had found a line of latin for them in his beloved horace tibi splendet focus for you the hearth fire shines	while thurston had found a line of latin for them in his beloved haunts teepee splendid focus for you the hearth fire shines	0.75	0.15	0.19999999999999998	0.8021714104875467
in the present day we are well aware that an ancient philosopher is to be interpreted from himself and by the contemporary history of thought	in the present day we are well aware that an ancient philosopher is to be interpreted from himself and by the contemporary history of thought	0.65	0.65	1.0	0.9999994754388691
one of mister hopkins's first tasks after calling his faithful henchmen around him was to make a careful canvass of the voters of his district to see what was still to be accomplished	one of mister hopkins first tasks after calling his faithful frenchman around him was to make a careful canvas of the voters of his district to see what was still to be accomplished	0.3	0.3	1.0	0.9123290947619312
it was specially suited for a trial plant also in the early days when a yield of six or eight lamps to the horse power was considered subject for congratulation	it was specially suited for a trial platt also in the early days when a yield six or eight lamps to the horse power was considered subject for congratulation	0.65	0.3	0.4615384615384615	0.9293541192711902
hostess replaces lump and inclines empty teapot over tray for a moment then hands him a cup painted brown inside thus deceiving the gentleman with the telescope in the upper circle	hostess replaces lump and inclines empty teapot over tray for a moment then hands him a cup painted brown inside thus deceiving the gentleman with the telescope in the upper circle	0.2	0.2	1.0	1.0
so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there	so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there	0.4	0.45	1.0	0.9999999999999996
as a sample of the press comments against the brutality of the missourians i quote a paragraph from the quincy argus march sixteenth eighteen thirty nine	as the sample of the press comments against the brutality of the missourians i quote a paragraph from the quincy argus march sixteenth eighteen thirty nine	0.75	0.65	0.8666666666666667	0.9863939212424857
the edict of milan the great charter of toleration had confirmed to each individual of the roman world the privilege of choosing and professing his own religion	the edict of milan the great charter of toleration had confirmed to each individual of the roman world the privilege of choosing and professing his own religion	0.75	0.65	0.8666666666666667	0.9999999999999993
before any could stop him he butted his majesty so furiously that the king soared far into the air and tumbled in a heap among the benches where he lay moaning and groaning	before any could stop him he budded his majesty so furiously that the king sort far into the air and tumbled in a heap among the benches where he lay moaning and groaning	0.1	0.15	1.0	0.9369238993704694
but observe you can only do this on one condition that of striving also to create in reality the beauty which you seek in imagination	but observe you can only do this on one condition that of striving also to create in reality the beauty which you seek in imagination	0.65	0.7	1.0	0.9999999999999998
i had always known him to be restless in his manner but on this particular occasion he was in such a state of uncontrollable agitation that it was clear something very unusual had occurred	i had always known him to be restless in his manner but on this particular occasion he was in such a state of uncontrollable agitation that it was clear something very unusual had occurred	0.75	0.75	1.0	0.9999999999999996
in winter when the snow lay glittering on the ground a hare would often come leaping along and jump right over the little tree	in winter when the snow lay glittering on the ground a hair would often come leaping along and jump right over the little tree	0.65	0.6	0.923076923076923	0.8535247844235909
lives not alone nor or itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice	lives not alone nor of itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice	0.15	0.15	1.0	0.993527293647876
the free state men clung to their prairie towns and prairie ravines with all the obstinacy and courage of true defenders of their homes and firesides	the free statemen clung to their prairie towns and prairie ravines with all the obstinacy and courage of true defenders of their homes and firesides	0.75	0.75	1.0	0.929207850281181
he was beginning to feel a keen interest in the slender barefoot donkey girl who slipped in and out of the play singing like some one winding through a hilly field	he was beginning to feel a keen interest in the slender barefoot donkey girl who slipped in and out of the play singing like some one winding through a newly field	0.75	0.45	0.6	0.9900479028694132
see said uncas pointing north and south at the evident marks of the broad trail on either side of him the dark hair has gone toward the forest	see said uncas pointing north and south at the evident marks of the broad trail on either side of him the dark hair has gone toward the forest	0.45	0.3	0.6666666666666666	0.9999994571815685
as the ambassador of a government is honored for his office and not for his private person so the minister of christ should exalt his office in order to gain authority among men	as the ambassador of a government is honored for his office and not for his private person so the minister of christ should exalt his office in order to gain authority among men	0.75	0.7	0.9333333333333332	0.9999995658379571
and the wan oracle having spoken she sate down in the same sort of abstraction again beside dorcas and she looked full in her cousin's eyes	and the wan oracle having spoken she sat down in the same sort of abstraction again beside dorcase and she looked full in her cousin's eyes	0.7	0.65	0.9285714285714287	0.9656558260312691
as to any other kind of discipline whether addressed to her mind or heart little pearl might or might not be within its reach in accordance with the caprice that ruled the moment	as to any other kind of discipline whether addressed to her mind or heart little pearl might or might not be within its reach in accordance with the caprice that rolled the moment	0.45	0.25	0.5555555555555556	0.9944688031721509
the queens had taken their seats upon a magnificent dias or platform erected upon the borders of the lake in a theater of wonderful elegance of construction	the queens had taken their seats upon a magnificent dais or platform erected upon the borders of the lake in a theatre of wonderful elegance of construction	0.75	0.75	1.0	0.9640420263159613
the pleasant graveyard of my soul with sentimental cypress trees and flowers is filled that i may stroll in meditation at my ease	the pleasant graveyard of my soul with sentimental cypress trees and flowers is filled that i may stroll in meditation at my ease	0.55	0.65	1.0	0.9999999999999998
the south she had not thought of seriously and yet knowing of its delightful hospitality and mild climate she was not averse to charleston or new orleans	the south she had not thought of seriously and yet knowing of its delightful hospitality and mild climate she was not averse to charleston or new orleans	0.75	0.75	1.0	0.9999999999999998
bishops virgins and even spotless infants were subjected to the disgrace of a public penance before they could be admitted to the communion of the donatists	bishops virgins and even spotless infants were subjected to the disgrace of a public penance before they could be admitted to the communion of the domitists	0.75	0.65	0.8666666666666667	0.9264274850467259
but her greeting to captain lake was more than usually haughty and frozen and her features i fancied particularly proud and pale	but her greeting to captain lake was more than usually haughty and frozen and her features i fancied particularly proud and pale	0.85	0.75	0.8823529411764706	0.9999999999999991
forgive me i hardly know what i am saying a thousand times forgive me madame was right quite right this brutal exile has completely turned my brain	forgive me i hardly know what i am saying a thousand times forgive me madame was right quite right this brutal exile has completely turned my brain	0.75	0.75	1.0	0.9999999999999994
the cunning man is afraid that his breath will blow upon his brothers and take away their courage too continued david improving the hint he received they must stand further off	the cunning man is afraid that his breath will blow upon his brothers and take away their courage too continued david improving the hint he received they must stand further off	0.3	0.25	0.8333333333333334	0.9999999999999993
but thel is like a faint cloud kindled at the rising sun i vanish from my pearly throne and who shall find my place	but thou is like a faint cloud kindled at the rising sun i vanish from my pearly throne and who shall find my place	0.25	0.3	1.0	0.8847824395117072
by quick marches through these inaccessible mountains that general freed himself from the superior forces of the covenanters	by quick marches through these inaccessible mountains that general freed himself from the superior forces of the covenanters	0.65	0.75	1.0	0.9999999999999996
that christ is very god is apparent in that paul ascribes to him divine powers equally with the father as for instance the power to dispense grace and peace	that christ is very god is apparent in that paul ascribes to him divine powers equally with the father as for instance the power to dispense grace and peace	0.75	0.75	1.0	0.9999992122964816
on either side of the road for a mile before you reached the foot of the hill stood tall osage orange hedges their glossy green marking off the yellow fields	on either side of the road for a mile before you reached the foot of the hill stood tall o sage orange hedges their glossy green marking off the yellow fields	0.75	0.45	0.6	0.9185467452466827
i know his farm is in better order than any other within ten miles of us and as for the kitchen he added smiling i don't believe there's one in the kingdom to beat it	i know his farm is in better order than any other within ten miles of us and as for the kitchen he added smiling i don't believe there's one in the kingdom to beat it	0.65	0.65	1.0	0.9999999999999993
it is a gleaner bringing down her one sheaf of corn to an old watermill itself mossy and rent scarcely able to get its stones to turn	it is a glean or bringing down her one chief of corn to an old watermill itself mossy and rent scarcely able to get its stones to turn	0.65	0.1	0.15384615384615385	0.9529344398976226
in fact the sound of madame's and the queen's carriages could be heard in the distance upon the hard dry ground of the roads followed by the mounted cavaliers	in fact the sound of madame's and the queen's carriages could be heard in the distance upon the hard dry ground of the roads followed by the mountain cavaliers	0.65	0.65	1.0	0.9593379198582709
he was in the midst of that when your return caused him to make a very hurried retreat very hurried since he had not time to replace the papers which would tell you that he had been there	he was in the midst of that when your return caused him to make a very hurried retreat very hurried since he had not time to replace the papers which would tell you that he had been there	0.65	0.45	0.6923076923076923	0.9999999999999992
in fact he had just finished it the last of the trout's tail had just vanished with a spasm down his strained gullet when the baffled hawk caught sight of him and swooped	in fact he had just finished it the last of the trout's tail had just vanished with a spasm down his strained gullet when the baffled hawk caught sight of him and swooped	0.7	0.75	1.0	0.9999999999999991
therefore i feel myself quite able as president of this republic to receive you with a courtesy due to the servants of a friendly ally	therefore i feel myself quite able as president of this republic to receive you with a courtesy due to the servants of a friendly ally	0.7	0.75	1.0	0.9999999999999993
i hope thee told the elders that father and i are responsible for the piano and that much as thee loves music thee is never in the room when it is played	i hope thee told the elders that father and i are responsible for the piano and that much is the love's music thee is never in the room when it is played	0.65	0.25	0.3846153846153846	0.96813065517646
yes i need repose many things have agitated me to day both in mind and body when you return to morrow i shall no longer be the same man	yes i need repose many things have agitated me to day both in mind and body when you return to morrow i shall no longer be the same man	0.75	0.65	0.8666666666666667	0.9999999999999993
this missus poyser said blushing and believing that the captain was really interested in her milk pans and would adjust his opinion of her to the appearance of her dairy	this missus poyser said blushing and believing that the captain was really interested in her milk pans and would adjust his opinion of her to the appearance of her dairy	0.75	0.75	1.0	0.9999999999999993
nay i rather thrilled distrusting every light that seemed to gild the onward path and feared to overlean a finger even	nay i rather thrilled distrusting every light that seemed to gild the onward path and fear to overleen a finger even	0.3	0.25	0.8333333333333334	0.9803838320214013
the task will not be difficult returned david hesitating though i greatly fear your presence would rather increase than mitigate his unhappy fortunes	the task will not be difficult returned david hesitating though i greatly fear your presence would rather increase than mitigate his unhappy fortunes	0.3	0.65	1.0	0.9999999999999994
on the mast already i see the light play of a lambent saint elmo's fire the outstretched sail catches not a breath of wind and hangs like a sheet of lead	on the mast already i see the light play of allowment saint aubert's fire the outstretched sill catches not a breath of wind and hangs like a sheet of lead	0.75	0.3	0.39999999999999997	0.8420751960184827
all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway	all my danger and sufferings were needed to strike a spark of human feeling out of view but now that i am well his nature has resumed its sway	0.75	0.75	1.0	0.9755282823717402
the principle employed in the edison electrolytic meter is that which exemplifies the power of electricity to decompose a chemical substance	the principle employed in the edison electrolytic leader is that which exemplifies the power of electricity to decompose a chemical substance	0.85	0.75	0.8823529411764706	0.8175943176271878
nemo builds a fabulous futuristic submarine the nautilus then conducts an underwater campaign of vengeance against his imperialist oppressor	will you let annabel ask her if she sees what it is you hold in your arms again the voice was soft and wheedling no annabel said aunt rachel faintly will you rock again	0.2	0.2	1.0	0.13850649676080581
there was a bright moonlight broken by the shadows of overhanging boughs and withered leaves and the mottled lights and shadows glided oddly across his pale features	there was a bright moonlight broken by the shadows of overhanging boughs and withered leaves and the model lights and shadows glided oddly across his pale features	0.75	0.75	1.0	0.9432948639826799
and he placed it in that gentleman's fingers who now took his turn at the lamp and contemplated the little parallelogram with a gleam of sly amusement	and he placed it in that gentleman's fingers who now took his turn to the lamp and contemplated the little parallel agram with a gleam of sly amusement	0.75	0.45	0.6	0.9522082885319919
and hence we find the same sort of clumsiness in the timaeus of plato which characterizes the philosophical poem of lucretius	and hence we find the same sort of clumsiness in the tenayas of plato which characterizes the philosophical poem of lucretius	0.65	0.45	0.6923076923076923	0.930078259248765
well i'm convinced that the boarded up house mystery happened not earlier than april sixteenth eighteen sixty one and probably not much later	well i'm convinced that the boarded up house mystery happened not earlier than april sixteenth eighteen sixty one and probably not much later	0.35	0.3	0.8571428571428572	0.9999999999999991
it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention	it was this observation that drew from douglas not immediately but later in the evening i replied that had the interesting consequence to which i call attention	0.4	0.35	0.8749999999999999	0.9783944131189776
he often stopped to examine the trees nor did he cross a rivulet without attentively considering the quantity the velocity and the color of its waters	he often stopped to examine the trees nor did he cross a rivulet without attentively considering the quantity the velocity and the color of its waters	0.65	0.65	1.0	0.9999996145310591
the news circulated with the rapidity of lightning during its progress it kindled every variety of coquetry desire and wild ambition	the news circulated with the rapidity of lightning during its progress it kindled every variety of coquetry desire and wild ambition	0.75	0.75	1.0	0.9999999999999996
i'll gladly do that promised the new boolooroo and i'll feed the honorable goat all the shavings and leather and tin cans he can eat besides the grass	i will gladly do that promised the new boolooroo and i'll feed the honorable goad all the shavings and leather and tin cansy can eat besides the grass	0.45	0.15	0.3333333333333333	0.9531428471658673
i shan't trouble you about my train of thoughts or fancies but i began to feel very like a gentleman in a ghost story watching experimentally in a haunted chamber	i shan't trouble you about my train of thoughts or fancies but i began to feel very like a gentleman in the ghost story watching experimentally in a haunted chamber	0.75	0.75	1.0	0.9959679228658899
i think the next glass cat the magician makes will have neither brains nor heart for then it will not object to catching mice and may prove of some use to us	i think the next glass cat the magician makes will have neither brains nor heart for then it will not object to catching mice and they prove of some use to us	0.65	0.3	0.4615384615384615	0.9918221708904328
thus did this humane and right minded father comfort his unhappy daughter and her mother embracing her again did all she could to soothe her feelings	thus did the humane and right mind it father comfort his unhappy daughter and her mother embracing her again did all she could to soothe the feelings	0.65	0.25	0.3846153846153846	0.956202089326266
the fairview band was engaged to discourse as much harmony as it could produce and the resources of the great house were taxed to entertain the guests	the fair view band was engaged to discourse as much harmony as it could produce and the resources of the great house were taxed to entertain the guests	0.45	0.65	1.0	0.9287859506112801
they informed the english parliament of this unexpected incident and assured them that they had entered into no private treaty with the king	they informed the english parliament of this unexpected incident and assured them that they had entered into no private treaty with the king	0.75	0.75	1.0	0.9999999999999991
housecleaning a domestic upheaval that makes it easy for the government to enlist all the soldiers it needs	house cleaning a domestic upheaval that makes it easy for the government to enlist all the soldiers it needs	0.15	0.15	1.0	0.9832903562507644
it's such a crush at the yearly meeting at arch street and then there's the row of sleek looking young men who line the curbstone and stare at us as we come out	that would be an incorrect answer the definition given by that authority i have every reason to believe is the correct one the generally accepted one the authority referred to	0.65	0.65	1.0	0.12391213215551032
till we arise link'd in a golden band and never part but walk united bearing food to all our tender flowers	till we arise linked in a golden band and never part but walk united bearing food to all our tender flowers	0.65	0.6	0.923076923076923	0.974526778848216
